URI,Label,Definition,Notation,Status,AcceptedDate,hasWFDQualityElement,hasCombinationTableDeterminandUom,skos_exactMatch
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_55512-33-9","Pyridate",,"CAS_55512-33-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/460",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1918-00-9","Dicamba",,"CAS_1918-00-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/241",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1918-13-4","Chlorthiamid",,"CAS_1918-13-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/243",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_62-73-7","Dichlorvos",,"CAS_62-73-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/514",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_630-20-6","1,1,1,2-tetrachloroethane",,"CAS_630-20-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/515",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_6339-19-1","Chloridazon desphenyl",,"CAS_6339-19-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/517",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_64743-03-9","Phenols",,"CAS_64743-03-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/518",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_64902-72-3","Chlorsulfuron",,"CAS_64902-72-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/519",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_65510-44-3","PCB 123 (1,2,3-trichloro-5-(2,4-dichlorophenyl)benzene)",,"CAS_65510-44-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/520",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_66753-07-9","Hydroxyterbuthylazine",,"CAS_66753-07-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/523",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_67129-08-2","Metazachlor",,"CAS_67129-08-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/524",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_67562-39-4","1,2,3,4,6,7,8-H7CDF",,"CAS_67562-39-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/525",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_67564-91-4","Fenpropimorph",,"CAS_67564-91-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/526",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_67-66-3","Trichloromethane",,"CAS_67-66-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/527",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_68631-49-2","BDE 153 (2,2’,4,4’,5,5’-hexabromodiphenyl ether)",,"CAS_68631-49-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/530",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_68928-80-3","BDE 183  (Heptabromodiphenylether)",,"CAS_68928-80-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/531",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1418095-02-9","Chlorothalonil ESA (VIS-01)",,"CAS_1418095-02-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/158",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1982-47-4","Chloroxuron",,"CAS_1982-47-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/251",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_81777-89-1","Clomazone",,"CAS_81777-89-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/642",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_101205-02-1","Cycloxydim",,"CAS_101205-02-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/12",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_57966-95-7","Cymoxanil",,"CAS_57966-95-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/485",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_121552-61-2","Cyprodinil",,"CAS_121552-61-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/84",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_87674-68-8","Dimethenamid",,"CAS_87674-68-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/669",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_205939-58-8","Dimethenamid ESA",,"CAS_205939-58-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/260",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_380412-59-9","Dimethenamid OA",,"CAS_380412-59-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/380",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_110488-70-5","Dimethomorph",,"CAS_110488-70-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/58",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_2813-95-8","Dinoseb acetate",,"CAS_2813-95-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/307",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_29973-13-5","Ethiofencarb",,"CAS_29973-13-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/321",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_23947-60-6","Ethirimol",,"CAS_23947-60-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/290",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_95617-09-7","Fenoxaprop",,"CAS_95617-09-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/713",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1031-07-8","Endosulfan sulfate",,"CAS_1031-07-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/19",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_113096-99-4","Cyproconazole",,"CAS_113096-99-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/63",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_116-29-0","Teradifon",,"CAS_116-29-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/69",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_122-88-3","4-chlorophenoxyacetic acid (CPA 4)",,"CAS_122-88-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/92",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_131341-86-1","Fludioxonil",,"CAS_131341-86-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/113",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_13194-48-4","Ethoprophos",,"CAS_13194-48-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/115",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_13457-18-6","Pyrazophos",,"CAS_13457-18-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/135",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_18181-80-1","Bromopropylate",,"CAS_18181-80-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/221",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_189-55-9","Dibenzo(a,i)pyrene",,"CAS_189-55-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/235",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_191-30-0","Dibenzo(a,l)pyrene",,"CAS_191-30-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/240",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_192-65-4","Dibenzo(a,e)pyrene",,"CAS_192-65-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/245",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_192-97-2","Benzo(e)pyrene",,"CAS_192-97-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/246",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_198-55-0","Perylene",,"CAS_198-55-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/252",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_205-82-3","Benzo(j)fluoranthene",,"CAS_205-82-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/259",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1582-09-8","Trifluralin",,"CAS_1582-09-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/188",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15972-60-8","Alachlor",,"CAS_15972-60-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/190",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1610-18-0","Prometon",,"CAS_1610-18-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/192",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16118-49-3","Carbetamide",,"CAS_16118-49-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/193",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1634-04-4","MTBE",,"CAS_1634-04-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/194",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16478-18-5","Pentachloroiodobenzene",,"CAS_16478-18-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/197",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16484-77-8","Mecoprop-P (MCPP-P)",,"CAS_16484-77-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/198",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16655-82-6","3-hydroxycarbofuran",,"CAS_16655-82-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/199",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16672-87-0","2-chloroethylphosphonic acid",,"CAS_16672-87-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/200",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16752-77-5","Methomyl",,"CAS_16752-77-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/202",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16887-00-6","Chloride",,"CAS_16887-00-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-1-4-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/203",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_32598-14-4","PCB 105 (2,3,3’,4,4’-pentachlorobiphenyl)",,"CAS_32598-14-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/343",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3268-87-9","1,2,3,4,6,7,8,9-O8CDD",,"CAS_3268-87-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/344",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_330-55-2","Linuron",,"CAS_330-55-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/348",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3307-39-9","2-(4-chlorophenoxy)propionic acid (4-CPP)",,"CAS_3307-39-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/349",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_33213-65-9","Beta-Endosulfan",,"CAS_33213-65-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/350",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_333-41-5","Diazinon",,"CAS_333-41-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/351",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_335-67-1","PFOA",,"CAS_335-67-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/353",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_33693-04-8","Terbumeton",,"CAS_33693-04-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/354",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3380-34-5","Triclosan",,"CAS_3380-34-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/355",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3397-62-4","Deisopropyldeethylatrazine",,"CAS_3397-62-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/356",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_34123-59-6","Isoproturon",,"CAS_34123-59-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/357",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_57465-28-8","PCB 126 (3,3’,4,4’,5-pentachlorobiphenyl)",,"CAS_57465-28-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/478",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_576-26-1","2,6-dimethyl-phenol",,"CAS_576-26-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/479",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_262-12-4","Dibenzodioxin",,"CAS_262-12-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/302",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_26225-79-6","Ethofumesate",,"CAS_26225-79-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/303",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_36643-28-4","Tributyltin-cation",,"CAS_36643-28-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/374",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_37350-58-6","Metoprolol",,"CAS_37350-58-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/377",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_37680-73-2","PCB 101 (2,2’,4,5,5’-pentachlorobiphenyl)",,"CAS_37680-73-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/379",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_38380-08-4","PCB 156 (2,3,3’,4,4’,5-hexachlorobiphenyl)",,"CAS_38380-08-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/387",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_39001-02-0","1,2,3,4,6,7,8,9-O8CDF",,"CAS_39001-02-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/389",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_39227-28-6","1,2,3,4,7,8-H6CDD",,"CAS_39227-28-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/390",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_39635-31-9","PCB 189 (1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene)",,"CAS_39635-31-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/391",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_39765-80-5","trans-Nonachlor",,"CAS_39765-80-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/392",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_40088-47-9","Tetrabromodiphenylether",,"CAS_40088-47-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/394",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_40321-76-4","1,2,3,7,8-P5CDD",,"CAS_40321-76-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/395",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_40487-42-1","Pendimethalin",,"CAS_40487-42-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/396",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_50-29-3","DDT, p,p'",,"CAS_50-29-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/414",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_50-30-6","2,6-dichlorobenzoic acid",,"CAS_50-30-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/415",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_50-32-8","Benzo(a)pyrene",,"CAS_50-32-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/417",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_50563-36-5","Dimethachlor",,"CAS_50563-36-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/419",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_506-77-4","Cyanogen chloride",,"CAS_506-77-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/420",
